station_id,station_name,latitude,longitude,empty_slots,free_bikes,timestamp,station_uid,renting,returning,last_updated
fedd9729d9183b05bb4a3bd9da7d7de1,Nieuwland 1,51.0602571,3.7293461,2,1,2024-04-18 00:29:30.343000+00:00,23997,1,1,1713387373
360b8beb20716998aea9c9a9bbe9720f,IKEA,51.0236911,3.6892353,9,3,2024-04-18 00:29:30.349000+00:00,23991,1,1,1713358694
c41d2c76618e7fa70fb587d1c2f0497d,Opgeëistenlaan 401,51.0630685,3.7159931,2,4,2024-04-18 00:29:30.350000+00:00,12392,1,1,1713165557
0af3043c5906684b3afc97f387c94430,Land van Waaslaan 128,51.0585209,3.7475825,0,3,2024-04-18 00:29:30.361000+00:00,13169,1,1,1713297425
31578db5c5ecc8491f076cf2023ccc7d,Wittemolenstraat 40,51.0565756,3.7495297,2,1,2024-04-18 00:29:30.365000+00:00,13245,1,1,1713385625
dfb4810ce36bce22c088da09bc37132d,Groendreef 133,51.0655317,3.6993996,3,0,2024-04-18 00:29:30.368000+00:00,13162,1,1,1713376944
1a3bb31080ba77d41404c93e0c0f0299,Kogelstraat 2,51.0580561,3.7422591,0,3,2024-04-18 00:29:30.565000+00:00,13165,1,1,1713022327
aaa26c27fc316b71372ceb012d8890d7,Emanuel Hielstraat 105,51.0407663,3.7615006,0,4,2024-04-18 00:29:30.372000+00:00,16679,1,1,1712944927
c88c6800155be87a311cdacd08762293,Rhino Boulder gym,51.0548977,3.6992427,2,1,2024-04-18 00:29:30.616000+00:00,18773,1,1,1713388297
1b3506fe59b23039bab3dc8f524f625a,Belgradostraat 67,51.0509493,3.7320597,1,1,2024-04-18 00:29:30.380000+00:00,12068,1,1,1713328294
1fcaa8749188138a506a8e3aa212814e,Kasteellaan 54,51.049469,3.7396381,3,0,2024-04-18 00:29:30.380000+00:00,12069,1,1,1713084810
410f1baccd30d330aca8009211c62fbe,Coupure Links 501,51.0503505,3.7104104,12,0,2024-04-18 00:29:30.381000+00:00,12061,1,1,1713378451
acab2936b4d32b1cd7d5cda63597f0b0,Kortrijksepoortstraat,51.0438426,3.7215985,3,3,2024-04-18 00:29:30.382000+00:00,19787,1,1,1713399382
0546d825dfb50724ced5555d608abe99,Fratersplein 1,51.0618368,3.7243753,2,1,2024-04-18 00:29:30.383000+00:00,12067,1,1,1713377642
a1548171597de0c03c922c566938fa76,Koningin Elisabethlaan 18,51.0376269,3.7147088,3,0,2024-04-18 00:29:31.272000+00:00,12150,1,1,1713346888
6d9592273f520fc85d1201f1f153e850,HoGent Sporthal,51.0351449,3.7044468,5,0,2024-04-18 00:29:30.388000+00:00,20360,1,1,1713347660
2e6f52f47d12de5f800f3ec732114ecd,XIOR Student Housing ,51.0343421,3.7042949,5,1,2024-04-18 00:29:30.389000+00:00,20361,1,1,1713368794
c3f3cb05411a0e86ec58d50fe9f01be8,Parklaan 98,51.0344795,3.717256,2,1,2024-04-18 00:29:31.274000+00:00,12151,1,1,1713382748
01b098a044c60e31c642865cf0ce1b3e,Ekkergemstraat 9,51.0525839,3.7088423,2,0,2024-04-18 00:29:30.390000+00:00,21848,1,1,1713276550
30659032c2a35a4d7311a0e1933d4e89,Hector van Wittenberghe,51.0587496,3.713344,3,0,2024-04-18 00:29:30.392000+00:00,21847,1,1,1712992810
0f5d523e22bc6d0a8cadcdfcb2d66105,Flixbus Ghent,51.053617,3.7403016,11,1,2024-04-18 00:29:30.393000+00:00,17222,1,1,1713389488
9fb7767ba19d7e665b92c41d329a37de,Vijfwindgatenstraat 23,51.0444101,3.7340243,3,0,2024-04-18 00:29:30.398000+00:00,16708,1,1,1713123335
11b81031b4ea4395876c7a7dbf4f14da,François Benardstraat 80,51.0419186,3.7316075,3,0,2024-04-18 00:29:30.408000+00:00,16705,1,1,1713178708
2caa169946b51c132094aa06e634fcad,Hubert Frère-Orbanlaan 634,51.0392616,3.7364216,6,0,2024-04-18 00:29:30.412000+00:00,16706,1,1,1713215592
cd7001bfe1befebc9058bdc98b2c8086,Voetweg 19,51.0406669,3.7272728,2,1,2024-04-18 00:29:30.413000+00:00,16700,1,1,1713281354
bb7ae494088165917b10648d1891f7f8,Lange Kruisstraat 31,51.0523184,3.7257917,6,0,2024-04-18 00:29:30.418000+00:00,14695,1,1,1713189621
fecd51be0c13ce728017a0127aae2152,Bisdomplein GF,51.0526166,3.7288539,16,0,2024-04-18 00:29:30.419000+00:00,12015,1,1,1713170707
1c9dc37c9f4ad22a9af38194caccf874,Brouwerstraat 1,51.0552908,3.7164211,2,2,2024-04-18 00:29:30.420000+00:00,12014,1,1,1713391992
637df9d7130f3194044e9e1891c240e9,Reep,51.0535559,3.7308213,10,0,2024-04-18 00:29:30.428000+00:00,12016,1,1,1713094037
8ecf121c3ab53bb2d5a27f279c82d112,Alexianenplein 1,51.0521669,3.7174294,12,0,2024-04-18 00:29:30.429000+00:00,12011,1,1,1713360992
8382d32e7725c746e331dfac37e28800,Ter Platen 32,51.0392373,3.7295442,5,1,2024-04-18 00:29:30.443000+00:00,12084,1,1,1713375137
ad2be11652d6624b4d4c2fbd413bf528,Tolhuislaan 77,51.0635508,3.7256125,1,1,2024-04-18 00:29:30.444000+00:00,12082,1,1,1713367332
78e75ce0a100d0137b9e3025077cae83,Savaanstraat 78,51.0486187,3.7234384,3,1,2024-04-18 00:29:30.448000+00:00,12083,1,1,1713355391
c3c97d972307186c9f2301d3fe97517e,Ham 155,51.0610287,3.7340166,8,0,2024-04-18 00:29:30.452000+00:00,12080,1,1,1713378295
1b8034523fc4ba1cb205dd612e37496f,Blekerijstraat 50,51.0596372,3.7323693,3,1,2024-04-18 00:29:30.454000+00:00,12081,1,1,1713281616
86933ae58845264c4df1d2380867bd48,Oude Houtlei 44,51.0529963,3.7167423,3,0,2024-04-18 00:29:31.154000+00:00,12121,1,1,1713245923
48c3a40d383d13e41cf4d4f193d3b7fb,Hembysebolwerk,51.05695,3.7074666,6,0,2024-04-18 00:29:31.161000+00:00,23145,1,1,1713384672
f7a6ee23fc0e844d63fd15d9b4175b92,Ottogracht 55,51.0588285,3.7267639,2,4,2024-04-18 00:29:30.479000+00:00,12124,1,1,1713375002
1ea7b39786ac4c6dc9d96572f92ce385,Ledebergplein 39,51.0374543,3.7412398,3,0,2024-04-18 00:29:30.480000+00:00,12088,1,1,1713399467
b06e8b3b970597d134c8e46daa306347,Artevelde Hogeschool Watersportbaan,51.0482402,3.7025284,1,2,2024-04-18 00:29:30.494000+00:00,23893,1,1,1713373869
63fd9646ea2067a76d5c3bbe85c60f0d,Kopenhagenstraat,51.0740496,3.7284415,3,0,2024-04-18 00:29:31.337000+00:00,21323,1,1,1713358061
b559c95a78c11f8c88120736ee3137cc,Campus Aula,51.0521984,3.7239713,6,0,2024-04-18 00:29:30.503000+00:00,22540,1,1,1713361430
afb911a0285187077bab05003f8e038e,Dukkeldamstraat,51.0780114,3.7300475,3,0,2024-04-18 00:29:31.220000+00:00,18457,1,1,1713377424
36dda7b4926cb240dfa3a353945da2dd,Kajuitstraat,51.0731978,3.731295,2,1,2024-04-18 00:29:31.224000+00:00,18456,1,1,1713198109
