station_id,ratingbars,ratingmuseums,ratingrestaurants,pricebars,pricerestaurants,popularitybars,popularitymuseums,popularityrestaurants
0fe8b60308ef57c09804999d147c1b75,8.9,0.0,7.59375,2.0,2.0,0.6708550151237596,0.0,0.782438687424207
10ff2e6c55afcbba5b973ce0b2655d98,8.452,7.3,8.55,2.0,2.0,0.9973049592579197,0.6271575025191816,0.9977055187966726
110873bf105faf68bd53a107f3ab3854,7.984,7.8,8.288,2.0,2.0,0.9958128204582687,0.9933315426674894,0.9963641682445801
11b81031b4ea4395876c7a7dbf4f14da,8.062000000000001,7.866666666666667,8.027999999999999,2.0,2.0,0.9956114503329574,0.8436820522094335,0.9962816203221071
11bc96117914486849cfc05ca333757e,8.476,7.3,8.66,2.0,2.0,0.9977221666702125,0.6256190275907103,0.9978265748994746
12427ad00c4bdecd83f81ba8de56aee0,7.766666666666667,0.0,7.5227272727272725,2.0,2.0,0.8183578643646703,0.9894528008850498,0.8022277833329787
128976b8ab791b64fb935e7861d30fcd,8.334,7.3,8.44,2.0,2.0,0.9968748271386932,0.5461501275332307,0.9970194455673043
13088b02393576a563630e8eacb9458f,6.92,0.0,7.45,1.0,2.0,0.9090123357696704,0.0,0.8470145522626215
13982c42b902de96b040d3188c19220c,7.665909090909091,7.949999999999999,8.058,2.0,2.0,0.9735413696998064,0.9033146820415718,0.9948054911388635
14473b2e08e9d3fa04ad2ff5ae86a936,8.38,7.3,8.544,2.0,2.0,0.997310490819735,0.6271575025191816,0.9976293534455247
1496a62a245749a209e74d8a3552b822,8.532,7.699999999999999,8.65,2.0,2.0,0.9977421653936983,0.7277514201221199,0.9978539667680786
149e7a50ec80ce4e5addbe875df7c0ff,7.843902439024391,7.949999999999999,7.954166666666667,2.0,2.0,0.9070627406761271,0.8576976711351114,0.9946699146862966
14cb0473ca0b8a57edbdc25ae6679710,5.8,0.0,7.08,2.0,1.0,0.8717932565474544,0.0,0.7914771138116249
15a113cf10b673d93cfd871aeb3fb71a,7.771428571428571,0.0,7.852941176470588,2.0,2.0,0.6273050390400613,0.6090967597812905,0.9596555893595444
15c1fe1e6905d3c2c75149c7fd8e9b1f,7.9875,7.5,8.005555555555555,2.0,2.0,0.737050028721571,0.9983192562176882,0.9076570644426951
15c2c27d8a652ded0b756607b4577153,8.134,8.2,8.527999999999999,2.0,2.0,0.997043539774057,0.6565334482196171,0.997686956151735
15e9bcc8527d8e07220ea3e49bb774f3,8.246,7.949999999999999,8.324,2.0,2.0,0.9975030849094739,0.9906332810908052,0.9978251388209263
16792b84fd889a2b1428e2659ff699bd,8.9,6.5,7.640000000000001,2.0,2.0,0.6292394710368031,0.9960693998255431,0.7899140480394868
16aa1ecb3616ddbb12d7c8c5d69cdca5,5.92,0.0,7.453571428571428,2.0,1.5,0.9329997021466716,0.0,0.8192037210390827
1721eed8c29811f61fb32b4ae493aea2,8.42,7.3,8.542,2.0,2.0,0.9972763972512392,0.6271575025191816,0.9976900942493032
17811174d4c7ed6b666c826fefd30903,8.304,8.2,8.522,2.0,2.0,0.9968037678446057,0.6565334482196171,0.9979366210667405
1a3bb31080ba77d41404c93e0c0f0299,7.863157894736842,6.4,7.858823529411764,2.0,2.0,0.8108300534008468,0.727547975661128,0.892419154096547
1b133f13590a2a152dac4882e7847fdf,5.4,0.0,7.0736842105263165,2.0,1.0,0.7999329830010851,0.0,0.8447055198261196
1b3506fe59b23039bab3dc8f524f625a,8.472000000000001,7.3,8.606,2.0,2.0,0.9974849477692913,0.7708460763142778,0.9975978129055592
1b7595a5ef1aa93fd04991fdcfd290c7,7.6499999999999995,0.0,7.509090909090909,2.0,2.0,0.62966278748165,0.24373976129183245,0.7697985234985001
1b8034523fc4ba1cb205dd612e37496f,8.384,7.3,8.426,2.0,2.0,0.9968687105078399,0.6012701316937218,0.9970364125694104
1c9dc37c9f4ad22a9af38194caccf874,8.37,7.1,8.544,2.0,2.0,0.9975437206135779,0.558559366616831,0.997825245197115
1db0822ee66df4367df7cd46b9192aa9,5.866666666666666,0.0,7.5625,2.0,1.0,0.9364799212973798,0.0,0.8045749739378337
1ea7b39786ac4c6dc9d96572f92ce385,7.766666666666667,0.0,7.422727272727273,2.0,2.0,0.8310655498763454,0.6879906601706274,0.8222822479416207
1f7e478c3787e14b5f4ca1f1f831a3c1,0.0,0.0,7.76,2.0,2.0,0.6069825330298066,0.0,0.8396285242178058
1fcaa8749188138a506a8e3aa212814e,8.236363636363636,0.0,7.921951219512195,2.0,2.0,0.8797442716422356,0.995808778163096,0.9953075335616876
1fd680ff48ed74e28e852392f5960c12,7.909523809523809,6.8,8.109375,2.0,2.0,0.9814247228900282,0.49357411836934423,0.9955777138845241
21427543e2b9bc804d0371739e92659f,8.546,7.449999999999999,8.62,2.0,2.0,0.9975886645533264,0.7427149234188146,0.9978070548688381
218ecf89b7207d4afc4b1bff57a62b39,8.344,7.3,8.594,2.0,2.0,0.9977062102418995,0.5952060240835692,0.9977896091738825
219e8731373e3b8bab74900980345ac8,7.967441860465117,0.0,8.347999999999999,2.0,2.0,0.9188392762164118,0.49301684644242566,0.9969997127842903
2305bf148ac27c0077186f3cf4c0ffbb,8.474,7.599999999999999,8.66,2.0,2.0,0.9977514201221198,0.6522072299336517,0.9978265748994746
231ee9c34523272a9d7971b2605178d3,8.372,7.3,8.544,2.0,2.0,0.997273684658426,0.6271575025191816,0.9976293534455247
2412de399716b248629d2578c30d0b70,7.7125,0.0,7.70625,1.5,2.0,0.7629100802076463,0.9744537582707486,0.8217804182711741
2459061a75c4d843bac38e5962b579e4,0.0,0.0,6.671428571428572,2.0,1.0,0.6553807070825266,0.0,0.8234024512619761
24638b3101e7b7ff2adb4eab64b77760,8.476,7.3,8.644,2.0,2.0,0.9977221666702125,0.6574422997822834,0.9978548177775886
24679ae65b0980fd9303ac53387c85a7,7.92,5.3,7.679310344827586,2.0,2.0,0.8393801749598189,0.7160912601323319,0.9056186720942162
2484843caa7b9663cbcd8fe8025e3fda,7.940425531914894,0.0,8.52,2.0,2.0,0.9441350552092419,0.49301684644242566,0.9969816288322022
24c24e616d1161659636c7661f7a1f7d,7.304347826086956,8.2,7.7562500000000005,2.0,2.0,0.8294891283535094,0.7386824599848237,0.9950717241452673
24df364027761819cd8c0c60da946a78,7.45,0.0,7.57037037037037,2.0,2.0,0.7594214958807822,0.5850433305675524,0.8294921068867944
256b6464a04ba858d8a5122607eba8c0,7.92,6.5,7.757692307692308,2.0,2.0,0.636607556964449,0.6199045805586878,0.7651975405825161
25a130c9cfae8ee8b39a38d3c4698175,7.722222222222222,0.0,7.3428571428571425,2.0,2.0,0.7812059858085802,0.9854716720209349,0.8230894836499797
25b9117c7543fb5fbb32dc2ff13e0d99,7.8500000000000005,6.5,7.953333333333333,2.0,2.0,0.6672925132438355,0.5675098752561893,0.9921985284435554
26635f05b6e0328057285ea43d844363,5.857142857142857,7.9,7.508108108108108,2.0,2.0,0.8948725304424632,0.8169856179392806,0.8609126013233198
2786355796d2e4120c175fa439794ae9,6.262499999999999,7.9,7.460000000000001,2.0,2.0,0.9322914672113127,0.9905732967399244,0.854960640810161
2977b85d6a3a572ce86d1376fc62048f,7.7285714285714295,7.949999999999999,7.822,2.0,2.0,0.9205322000723357,0.8576976711351114,0.9868919537050825
2a2ea60ba5d2b374589dcfab27a2160e,7.333333333333333,7.9,7.1695652173913045,2.0,1.0,0.7974267599940429,0.7439157252373962,0.8505411048790839
2b4f9b13dd287d944a25e400eb144f1b,7.811111111111111,6.5,7.953846153846154,2.0,2.0,0.6361862540688893,0.5875656872965556,0.8640819734910538
2b94135a7fddb4b8c6366f96b72b52be,8.412,7.3,8.594,2.0,2.0,0.9969805650703146,0.5952060240835692,0.9972442184541412
2ba7e8a05a2242ef8d66f88b8d1c70b4,7.949999999999999,0.0,6.975,2.0,1.5,0.8214391001181535,0.9854716720209349,0.7526757702863484
2c71223d86e73df9207c3fbe5b81a1d6,8.216000000000001,8.0,8.306000000000001,2.0,2.0,0.9973574559070697,0.9916278140301075,0.9975404229517265
2caa169946b51c132094aa06e634fcad,7.807317073170732,7.8,7.6121951219512205,2.0,2.0,0.9388318830712933,0.8049442987681638,0.9788595408803694
2cb5d3963cc48e401f45182fca80e7cc,8.092,7.8,7.717142857142858,2.0,2.0,0.8846961896049188,0.9938269897666107,0.9944931706486819
2d4da9415d0cdf0f996765ddd637942f,7.985714285714286,0.0,8.026666666666667,2.0,2.0,0.6739020589805091,0.0,0.8165049852887989
2e473d24c0be215bec2cb51d9755a574,7.984999999999999,0.0,7.786046511627907,2.0,2.0,0.848891932429845,0.9966119183881881,0.9642272833648916
2e6f52f47d12de5f800f3ec732114ecd,6.142857142857143,0.0,7.4875,2.0,1.0,0.9493443749089665,0.0,0.8124631406505968
2f01326108355b3313a566408746fca6,8.488,7.3,8.677999999999999,2.0,2.0,0.9974537795459864,0.6574422997822834,0.9976513201285024
3007da6e68ee6d7666da692c8c7d672d,7.75,0.0,7.159999999999999,2.0,1.0,0.665936596752183,0.8137725251579686,0.7524223852732804
30527cbb6b8450a98f14c30b9bcfdfd1,8.22,0.0,7.258823529411765,2.0,2.0,0.801125329260734,0.9854716720209349,0.8062142841946259
30659032c2a35a4d7311a0e1933d4e89,8.13,7.1,8.484,2.0,2.0,0.9966551603089164,0.5664462906622981,0.9971078441801587
306d129bbe946a0cfdbeda0257d9f90f,0.0,0.0,7.7,2.0,1.0,0.6928979267280811,0.42299959577048274,0.7223532717769788
31578db5c5ecc8491f076cf2023ccc7d,7.685714285714285,5.3,7.533333333333334,2.0,2.0,0.7559278796034297,0.7160912601323319,0.8471420441248431
3208065383489e5e7f695f30fa9a1293,8.472000000000001,7.3,8.652000000000001,2.0,2.0,0.9974033040444228,0.6271575025191816,0.9976597238474141
32a39e2eafdfec534f7e1464f3a2709b,7.751724137931035,7.5,8.0,2.0,2.0,0.965537344120892,0.5519102504095483,0.9955748869275666
32d65b1576a27f221db7a9e1cd2f7067,8.37,7.3,8.55,2.0,2.0,0.9973639448545838,0.6271575025191816,0.9976740846328959
33892e3dfaba2fa8af4f2c7028049c67,8.434,7.3,8.628,2.0,2.0,0.9975335084994574,0.6271575025191816,0.9976806267685042
3439a45af8811fd1c65c7e67d2614816,7.6325,7.949999999999999,7.920408163265306,2.0,2.0,0.9728597110822713,0.8936190834154795,0.9951421185881751
35105e66f545c859bab1caff9de2202f,8.374,7.3,8.42,2.0,2.0,0.9968560517413781,0.5906910197221454,0.9971827862051359
35576bfcb14af1859eea3c6970e6b163,8.272,7.3,8.443999999999999,2.0,2.0,0.9967604727357827,0.5906910197221454,0.997174488862413
360b8beb20716998aea9c9a9bbe9720f,7.0,0.0,6.8999999999999995,2.0,1.0,0.6981655426249389,0.0,0.7628178875107263
36dda7b4926cb240dfa3a353945da2dd,7.985714285714286,0.0,8.083333333333334,2.0,2.0,0.691508957634923,0.0,0.8160839677646555
37d89cc58470d6b3c7bd6f4644fce078,7.433333333333334,0.0,7.261904761904762,2.0,2.0,0.7475663545091794,0.9974150586132801,0.7994841818607322
37f6c13ef321ee815c8b8df619fe3374,8.148979591836735,7.8,8.087755102040816,2.0,2.0,0.9971690636767866,0.9176044234258603,0.9973328298193732
38b7229e2a9b7dcd954c5003bfb56e63,8.077777777777778,0.0,7.942857142857143,2.0,2.0,0.9454124204837988,0.9844837031678829,0.9960918452013701
38cdb34cfc82a1860bab64a1f78149bc,0.0,6.5,7.3999999999999995,2.0,2.0,0.591753451907325,0.9960693998255431,0.736389726523615
3a5f8976601a8e4523c2e09afb3f13ac,0.0,6.5,7.209090909090909,2.0,1.5,0.6201733013173241,0.9960693998255431,0.8008453303941477
3a6b39595384c58f2d3dfd92496b0d7a,8.15,6.5,7.631578947368421,2.0,2.0,0.6195793885496671,0.6199045805586878,0.7403051400974405
3ad1c6be872e2c947e5da9e72893787d,7.333333333333333,0.0,6.8125,2.0,1.0,0.760246072672939,0.0,0.8686957149011765
3cb295a739ceb52f19ee874cdb27933a,0.0,0.0,8.0,2.0,2.0,0.5162901836053018,0.0,0.8365774804967656
3d957a8133c0864d7d1f882a86c9462e,6.75,0.0,6.722222222222222,2.0,1.0,0.7426311219496629,0.42299959577048274,0.7955591487068201
3de3303cc39dc978396676413e161261,7.92,0.0,7.45,2.0,2.0,0.6135647724613322,0.24373976129183245,0.7629707678233304
3f41a259ee828855d58f51842c4c1142,7.625,5.3,7.57391304347826,2.0,2.0,0.7801037113288459,0.7160912601323319,0.8151673829330042
3fa0fc23273ba6b0e9715ee6d1c6bfe9,7.933333333333334,6.5,7.473684210526316,2.0,1.0,0.6260690275088824,0.9960693998255431,0.7066537774184627
410f1baccd30d330aca8009211c62fbe,7.87948717948718,8.2,8.228,2.0,2.0,0.9698891213234309,0.7008412836870594,0.9973253834861605
411d21d347d179d9dffa8890d1022750,7.7631578947368425,7.8,7.545,2.0,2.0,0.9306494266323426,0.8703784864795864,0.9549117609514286
412fb0879206a060f7c1f89066f24059,7.692105263157895,7.866666666666667,7.636585365853659,2.0,2.0,0.9082063910814203,0.8273606058242146,0.9780892177095079
4326dca702aa6708071d3c0c6886ffa6,7.861538461538462,0.0,7.73103448275862,2.0,2.0,0.8052320064676722,0.995808778163096,0.8872300704210369
44d8b70f1bf65c2a5302b8074964e003,6.55,7.7,7.484999999999999,2.0,2.0,0.9319290457523988,0.9863253409356849,0.8977016360657831
4566bdaafaefa59d531d3c37d3d9eec7,8.9,6.5,7.54,2.0,2.0,0.6195052044550348,0.9960693998255431,0.7628630879604335
481f4d97b3bbe0c5ab55576e6b0d424d,8.424,7.3,8.604,2.0,2.0,0.9973564453332766,0.6271575025191816,0.9975349977661
4837fe40ddd7364168fc5766a060e6dc,5.8,0.0,7.1000000000000005,2.0,1.0,0.8179198668170117,0.0,0.7965498172586019
48b6902234b2c85bcfd40df4593101a4,8.009302325581395,7.8,8.151162790697674,2.0,2.0,0.9966326508902819,0.9905901396364771,0.9970884044974948
48c3a40d383d13e41cf4d4f193d3b7fb,7.6380952380952385,0.0,7.957446808510638,2.0,2.0,0.7519290258068634,0.39325574963300214,0.9951717443567432
49d80b6a74d65d16f6e0f5bd0dfdb9bc,8.426,7.3,8.626,2.0,2.0,0.9976420122119865,0.6271575025191816,0.997846679999149
4a2da4a9a871d905c90dd01a19a30362,7.8500000000000005,0.0,7.788888888888888,2.0,1.0,0.7679136393776284,0.24373976129183245,0.7782004542769814
4a66d92176430f0d571163aca6280881,8.498,7.3,8.68,2.0,2.0,0.9975668042465375,0.6574422997822834,0.9976778077995021
4b2f719acc84ea16781b5712b303d345,0.0,0.0,7.3933333333333335,2.0,1.0,0.9096442868894893,0.0,0.7578521417515903
4b4315cfa207008c49fd231b5f8dd61d,7.99,7.95,8.214,2.0,2.0,0.9843683913792737,0.8576976711351114,0.9967672808118632
4b7cf8dd3184bac628596bb96541be2b,7.125,0.0,7.56,2.0,1.5,0.8573880922494309,0.0,0.7884472185899755
4c4db03e2ac6eb77f5da4ca584da33a0,7.753571428571428,6.8,7.807894736842105,2.0,2.0,0.9475186234313311,0.5658122885773248,0.9964538104457364
4f49347fe0093bcca50d67975fea91f1,8.48,8.0,8.564,2.0,2.0,0.9976770099780865,0.9276356030466141,0.9977287619939154
4fb2d710c4c0bcbfd820658a7cf3582b,7.625,0.0,7.859999999999999,2.0,2.0,0.5899746425760057,0.0,0.7289714959092445
4ff44d155d6800e531b4f0b3282d1335,7.814285714285715,0.0,7.69655172413793,2.0,2.0,0.6279313022573028,0.24373976129183245,0.8137849179839585
50ea374a6308157d7116b3f28235a516,8.264,7.95,8.488,2.0,2.0,0.9961771057166564,0.9649759057932472,0.9972070399761718
50ea990cfdc81a1f6ab2a9efa48df647,7.940816326530613,7.95,8.110204081632652,2.0,2.0,0.9836538093313193,0.8576976711351114,0.9963611365232006
512ca6395b9e7115aa29a336c64003d1,7.96,7.8,7.912765957446808,2.0,2.0,0.9740000638257132,0.9938269897666107,0.9852191349488331
514b25abca3bb965234ef90ca1292772,8.35,0.0,6.96875,2.0,2.0,0.85004539668543,0.9854716720209349,0.76260588057242
5310a0886a2d1ac8cf169d8e5b183896,7.8088235294117645,0.0,8.272,2.0,2.0,0.8622181562878966,0.39325574963300214,0.9964417696742761
5617ccab3a3e186849269a726d3a0a5b,8.55,7.699999999999999,8.604,2.0,2.0,0.9975696764036338,0.8273919277020143,0.9978710933344681
562aebeda4804551ed6ae565c87ebcc2,7.1,0.0,7.043478260869565,2.0,2.0,0.7706588694739893,0.9854716720209349,0.8001591919664702
56786b46a0dfa1a1fc86f743f7af79ab,8.029032258064516,7.8,7.835714285714286,2.0,2.0,0.9008484032934068,0.9938269897666107,0.9948899006446398
56ae05b2d0a5dbaa1b922a7cd4251c8c,8.454,7.3,8.618,2.0,2.0,0.9977270599748952,0.6271575025191816,0.9978632746845946
56c4f1d888b9261c4a9b3d19cbf3598e,7.968421052631579,7.3,8.138,2.0,2.0,0.9514283662744931,0.5384164308661149,0.9955498053315747
57c9a1470ab221967af26469f843acae,5.8,0.0,7.013333333333334,2.0,1.0,0.8152145873667638,0.0,0.8388194125088579
585a9dd789a82b7b2efc962c88046239,5.8,0.0,7.159090909090909,2.0,1.0,0.8846465473835003,0.0,0.7976431088998371
587969d961f9b00ee9c3c192c0277320,8.44,7.3,8.586,2.0,2.0,0.9975317532923431,0.6271575025191816,0.9977616322362403
59429b338a7665dcdfcbd5270c3189a5,8.418,7.3,8.607999999999999,2.0,2.0,0.9975400506350658,0.6271575025191816,0.9977483884007404
59cfef6dde0ede6816726679a3a0aaa2,5.4,5.3,7.1125,2.0,1.5,0.6054594387592281,0.7160912601323319,0.7245947953676716
5ae9e5c04488fb16dd5963b238664aa5,8.078000000000001,7.949999999999999,8.56,2.0,2.0,0.9769392911090782,0.9113608319004783,0.9966236197689509
5b47c24e954a6cf7049e5225843388cc,7.315625,7.9,7.740816326530613,2.0,2.0,0.8984222815564964,0.7439157252373962,0.9844383337233793
5c124b877f162f6abd5bd7b8819b8678,5.857142857142857,7.9,7.460975609756097,2.0,2.0,0.8965610028760252,0.8169856179392806,0.8739938408186712
5e36f41e1252297e4f8dac3fce41be46,8.33,7.3,8.524,2.0,2.0,0.9974121864561836,0.6271575025191816,0.9977113162989596
5ed06b9293e8370e456adc02d89e1a97,0.0,0.0,6.8999999999999995,2.0,1.5,0.5977065293704658,0.0,0.7420352728245309
5fa5584d4d8f8dce2071b928989eb476,8.488,7.599999999999999,8.677999999999999,2.0,2.0,0.9977266344701402,0.6836278044445608,0.9978176392996191
60a0fd290c05ab5abf19be4221c38d65,8.522,7.3,8.693999999999999,2.0,2.0,0.9975308490947387,0.6574422997822834,0.9975879731080995
60bbbc2774116b2faaa9f7a8357fc35f,8.15,6.5,7.44,2.0,1.5,0.6259210050422314,0.9960693998255431,0.7362166244707785
6108dfa3fbde59260f4ed9e008e39d88,7.728571428571429,0.0,7.617241379310345,2.0,1.0,0.8097006784854978,0.9894528008850498,0.9325227645043934
623402d635eed864e0856d173bc1cf8a,7.923076923076923,7.5,7.9512820512820515,2.0,2.0,0.9822557070825266,0.6372066676595111,0.9963479583240726
62c4fbd3bd3bd67fc308fc6215b9056a,7.5249999999999995,0.0,7.8,1.0,1.5,0.8132814217532214,0.0,0.7673156500648894
62f39a1526ab1e751dde2f508439439f,8.464,7.3,8.422,2.0,2.0,0.9972318256281514,0.6500891565431994,0.997565900048933
637df9d7130f3194044e9e1891c240e9,8.522,7.3,8.684,2.0,2.0,0.9973736250877603,0.6708739335787077,0.9974676616386188
63b7edd173f2c591d31d6c353c47bc9e,7.964583333333334,7.8,7.872727272727272,2.0,2.0,0.9902270067868009,0.9933315426674894,0.9960221687977363
63fd9646ea2067a76d5c3bbe85c60f0d,7.985714285714286,0.0,8.05625,2.0,2.0,0.6910592333012178,0.0,0.8261532041370562
6453b62750218cee9e871a0e4e647216,0.0,6.5,7.925,2.0,2.0,0.5051432887262515,0.9960693998255431,0.7546273642107951
64d9119446f0766f7a6dfe098ab9711e,7.25,5.3,7.4363636363636365,2.0,1.5,0.6090503936381488,0.7160912601323319,0.7775234391533798
65045dbf2f556e03b40428ee0470c28c,7.545454545454546,7.9,7.65625,2.0,2.0,0.8618988681573516,0.778944581044979,0.9840356466608514
650d2175e33a916145247a356e72d7a4,0.0,0.0,6.8,2.0,1.5,0.6391243644022722,0.0,0.8239194838627322
65e05d4cbe334ce8c884fd37ed00b328,7.966666666666666,0.0,7.552631578947368,2.0,2.0,0.6282499107621973,0.24373976129183245,0.7659248953714201
65f322c4c27c55b7bbd5cac5ce8ca6f4,8.9,6.5,7.5470588235294125,2.0,2.0,0.6616087574957222,0.9960693998255431,0.7890234110866189
66f2a4f6246b00ef6791fba77ef6629d,8.527999999999999,7.699999999999999,8.68,2.0,2.0,0.9975635597727804,0.6834661944654924,0.9977647171457141
67cf5356223b4cdd7d63037b97913d1b,7.764705882352941,6.5,7.989473684210527,2.0,2.0,0.6990048507542072,0.493724691331759,0.9781717688883949
68f2c23c20a21eeaf3578b9dedad5ec9,8.155555555555557,0.0,8.047058823529412,2.0,2.0,0.7363981246437797,0.0,0.8068728282957917
6910652fda628790ce2c55f352706a9c,7.945454545454546,0.0,7.491428571428571,2.0,2.0,0.8388116715954301,0.9966119183881881,0.9641205880475714
6a9fec262669a8655ed0199316c51c37,7.48918918918919,7.949999999999999,7.86,2.0,2.0,0.9456290024041019,0.8936190834154795,0.9865697402293471
6aa5f68930b1c3216094398700ab6c57,8.9,0.0,7.66,2.0,2.0,0.6732587927518304,0.0,0.7818914414197525
6cae528f05baf1a1d34d5a3991ff68ac,7.75,0.0,7.177777777777777,2.0,1.0,0.6260373242759223,0.8137725251579686,0.8043054875929906
6d5387f719962ba977b4e97de22bd41f,0.0,0.0,0.0,2.0,1.0,0.3481705954939046,0.9843440844201434,0.2167436121098653
6d9592273f520fc85d1201f1f153e850,6.142857142857143,0.0,7.52258064516129,2.0,1.0,0.9493443749089665,0.9744537582707486,0.8123425100525499
6e0bc745f53a2806d9499b8737557d11,6.92,0.0,7.4,1.0,1.5,0.8671427001113404,0.0,0.8605235304129524
6e24e28ee6a13e80fd699b5274b459e8,8.488,7.3,8.677999999999999,2.0,2.0,0.9977266344701402,0.6574422997822834,0.9977653554028467
6e6a4f1e836bdb6c63a22d27b1a02c6d,7.830232558139534,7.866666666666667,7.839024390243902,2.0,2.0,0.9501874348445845,0.8436820522094335,0.9948172988958152
6e81b69e9b5f71458f07d4ce5fa18fe0,7.795555555555556,7.1,8.202,2.0,2.0,0.9825094674807991,0.46869120815996546,0.9968908899431951
6ed18f96a3ca8d1966378026d231cb32,7.074999999999999,0.0,7.2,1.0,0.0,0.9532511222687914,0.0,0.8290368433929749
70a5262d46266753caed1fcf835814b5,7.3,0.0,7.06875,2.0,1.0,0.8235260196682874,0.9751345658787737,0.7972154718866236
70fa8d4e4d0e315c7170f44cd57625b7,7.734090909090909,7.949999999999999,8.28,2.0,2.0,0.9543022253898686,0.9033146820415718,0.9955036912537497
710e516a568381d753fc73954d75421c,7.85,0.0,8.033333333333333,2.0,1.0,0.7213139810784753,0.6090967597812905,0.9413948045869412
71832590197368d3e05c382e69ff8a64,8.266666666666667,0.0,7.158823529411765,2.0,2.0,0.7866451072772429,0.9854716720209349,0.7716844669489181
7386e354edbb081c386cfeb5f16a3345,8.088888888888889,7.95,8.206818181818182,2.0,2.0,0.9965931429908729,0.9134482228407085,0.9972607045924554
739ceb4a3c815948b1a197efffb66085,7.9375,7.949999999999999,8.08095238095238,2.0,2.0,0.9684033465948981,0.8576976711351114,0.9965575986322285
73def5bd0101387acaa1ea4853ccd89a,8.033999999999999,7.949999999999999,8.336,2.0,2.0,0.9963634767993532,0.9113608319004783,0.9971514584175477
7453412657f49323a04eecac13df72de,0.0,0.0,7.233333333333333,2.0,1.0,0.7490670808246283,0.42299959577048274,0.7384724055541321
75db5d57566cc06f7664b91d1ab56c51,7.946938775510204,7.8,8.052,2.0,2.0,0.9754219943407867,0.9933315426674894,0.9949491521817757
