station_id,bars,museums,restaurants
2e6f52f47d12de5f800f3ec732114ecd,29.0,0.0,50.0
2f01326108355b3313a566408746fca6,50.0,21.0,50.0
3007da6e68ee6d7666da692c8c7d672d,15.0,2.0,17.0
30527cbb6b8450a98f14c30b9bcfdfd1,36.0,2.0,50.0
30659032c2a35a4d7311a0e1933d4e89,50.0,13.0,50.0
306d129bbe946a0cfdbeda0257d9f90f,5.0,1.0,19.0
31578db5c5ecc8491f076cf2023ccc7d,46.0,2.0,50.0
3208065383489e5e7f695f30fa9a1293,50.0,19.0,50.0
32a39e2eafdfec534f7e1464f3a2709b,42.0,7.0,39.0
32d65b1576a27f221db7a9e1cd2f7067,50.0,19.0,50.0
33892e3dfaba2fa8af4f2c7028049c67,50.0,20.0,50.0
3439a45af8811fd1c65c7e67d2614816,50.0,14.0,50.0
35105e66f545c859bab1caff9de2202f,50.0,17.0,50.0
35576bfcb14af1859eea3c6970e6b163,50.0,17.0,50.0
360b8beb20716998aea9c9a9bbe9720f,5.0,0.0,13.0
36dda7b4926cb240dfa3a353945da2dd,34.0,0.0,45.0
37d89cc58470d6b3c7bd6f4644fce078,36.0,2.0,50.0
37f6c13ef321ee815c8b8df619fe3374,50.0,14.0,50.0
38b7229e2a9b7dcd954c5003bfb56e63,50.0,6.0,50.0
38cdb34cfc82a1860bab64a1f78149bc,16.0,2.0,23.0
3a5f8976601a8e4523c2e09afb3f13ac,26.0,2.0,37.0
3a6b39595384c58f2d3dfd92496b0d7a,50.0,2.0,50.0
3ad1c6be872e2c947e5da9e72893787d,20.0,0.0,20.0
3cb295a739ceb52f19ee874cdb27933a,10.0,0.0,20.0
3d957a8133c0864d7d1f882a86c9462e,8.0,1.0,16.0
3de3303cc39dc978396676413e161261,50.0,1.0,50.0
3f41a259ee828855d58f51842c4c1142,46.0,2.0,50.0
3fa0fc23273ba6b0e9715ee6d1c6bfe9,50.0,2.0,50.0
410f1baccd30d330aca8009211c62fbe,48.0,8.0,50.0
411d21d347d179d9dffa8890d1022750,50.0,11.0,50.0
412fb0879206a060f7c1f89066f24059,50.0,15.0,50.0
4326dca702aa6708071d3c0c6886ffa6,50.0,3.0,50.0
44d8b70f1bf65c2a5302b8074964e003,35.0,2.0,50.0
4566bdaafaefa59d531d3c37d3d9eec7,47.0,1.0,50.0
481f4d97b3bbe0c5ab55576e6b0d424d,50.0,20.0,50.0
4837fe40ddd7364168fc5766a060e6dc,16.0,0.0,35.0
48b6902234b2c85bcfd40df4593101a4,49.0,13.0,47.0
48c3a40d383d13e41cf4d4f193d3b7fb,50.0,8.0,50.0
49d80b6a74d65d16f6e0f5bd0dfdb9bc,50.0,18.0,50.0
4a2da4a9a871d905c90dd01a19a30362,29.0,1.0,27.0
4a66d92176430f0d571163aca6280881,50.0,20.0,50.0
4b2f719acc84ea16781b5712b303d345,12.0,0.0,36.0
4b4315cfa207008c49fd231b5f8dd61d,50.0,18.0,50.0
4b7cf8dd3184bac628596bb96541be2b,23.0,0.0,19.0
4c4db03e2ac6eb77f5da4ca584da33a0,35.0,10.0,42.0
4f49347fe0093bcca50d67975fea91f1,50.0,15.0,50.0
4fb2d710c4c0bcbfd820658a7cf3582b,19.0,0.0,23.0
4ff44d155d6800e531b4f0b3282d1335,50.0,1.0,50.0
50ea374a6308157d7116b3f28235a516,50.0,19.0,50.0
50ea990cfdc81a1f6ab2a9efa48df647,50.0,18.0,50.0
512ca6395b9e7115aa29a336c64003d1,50.0,11.0,50.0
514b25abca3bb965234ef90ca1292772,30.0,2.0,50.0
5310a0886a2d1ac8cf169d8e5b183896,50.0,8.0,50.0
5617ccab3a3e186849269a726d3a0a5b,50.0,17.0,50.0
562aebeda4804551ed6ae565c87ebcc2,40.0,2.0,50.0
56786b46a0dfa1a1fc86f743f7af79ab,50.0,11.0,50.0
56ae05b2d0a5dbaa1b922a7cd4251c8c,50.0,18.0,50.0
56c4f1d888b9261c4a9b3d19cbf3598e,50.0,11.0,50.0
57c9a1470ab221967af26469f843acae,14.0,0.0,28.0
585a9dd789a82b7b2efc962c88046239,21.0,0.0,44.0
587969d961f9b00ee9c3c192c0277320,50.0,20.0,50.0
59429b338a7665dcdfcbd5270c3189a5,50.0,18.0,50.0
59cfef6dde0ede6816726679a3a0aaa2,29.0,2.0,37.0
5ae9e5c04488fb16dd5963b238664aa5,50.0,17.0,50.0
5b47c24e954a6cf7049e5225843388cc,50.0,9.0,50.0
5c124b877f162f6abd5bd7b8819b8678,36.0,5.0,50.0
5e36f41e1252297e4f8dac3fce41be46,50.0,18.0,50.0
5ed06b9293e8370e456adc02d89e1a97,4.0,0.0,15.0
5fa5584d4d8f8dce2071b928989eb476,50.0,21.0,50.0
60a0fd290c05ab5abf19be4221c38d65,50.0,20.0,50.0
60bbbc2774116b2faaa9f7a8357fc35f,50.0,1.0,50.0
6108dfa3fbde59260f4ed9e008e39d88,50.0,6.0,50.0
623402d635eed864e0856d173bc1cf8a,50.0,10.0,47.0
62c4fbd3bd3bd67fc308fc6215b9056a,25.0,0.0,25.0
62f39a1526ab1e751dde2f508439439f,50.0,15.0,50.0
637df9d7130f3194044e9e1891c240e9,50.0,18.0,50.0
63b7edd173f2c591d31d6c353c47bc9e,50.0,10.0,50.0
63fd9646ea2067a76d5c3bbe85c60f0d,33.0,0.0,45.0
6453b62750218cee9e871a0e4e647216,16.0,1.0,33.0
64d9119446f0766f7a6dfe098ab9711e,26.0,2.0,42.0
65045dbf2f556e03b40428ee0470c28c,50.0,10.0,50.0
650d2175e33a916145247a356e72d7a4,12.0,0.0,12.0
65e05d4cbe334ce8c884fd37ed00b328,50.0,1.0,50.0
65f322c4c27c55b7bbd5cac5ce8ca6f4,41.0,1.0,50.0
66f2a4f6246b00ef6791fba77ef6629d,50.0,19.0,50.0
67cf5356223b4cdd7d63037b97913d1b,50.0,8.0,50.0
68f2c23c20a21eeaf3578b9dedad5ec9,44.0,1.0,35.0
6910652fda628790ce2c55f352706a9c,50.0,5.0,50.0
6a9fec262669a8655ed0199316c51c37,50.0,14.0,50.0
6aa5f68930b1c3216094398700ab6c57,34.0,0.0,44.0
6cae528f05baf1a1d34d5a3991ff68ac,19.0,2.0,29.0
6d5387f719962ba977b4e97de22bd41f,3.0,1.0,5.0
6d9592273f520fc85d1201f1f153e850,29.0,1.0,50.0
6e0bc745f53a2806d9499b8737557d11,18.0,0.0,13.0
6e24e28ee6a13e80fd699b5274b459e8,50.0,21.0,50.0
6e6a4f1e836bdb6c63a22d27b1a02c6d,50.0,16.0,50.0
6e81b69e9b5f71458f07d4ce5fa18fe0,50.0,10.0,50.0
6ed18f96a3ca8d1966378026d231cb32,11.0,0.0,7.0
70a5262d46266753caed1fcf835814b5,30.0,1.0,50.0
70fa8d4e4d0e315c7170f44cd57625b7,50.0,16.0,50.0
710e516a568381d753fc73954d75421c,23.0,2.0,29.0
71832590197368d3e05c382e69ff8a64,30.0,2.0,50.0
7386e354edbb081c386cfeb5f16a3345,50.0,19.0,49.0
739ceb4a3c815948b1a197efffb66085,50.0,18.0,47.0
73def5bd0101387acaa1ea4853ccd89a,50.0,17.0,50.0
7453412657f49323a04eecac13df72de,6.0,1.0,24.0
75db5d57566cc06f7664b91d1ab56c51,50.0,10.0,50.0
7679bd6bc9a7f42702f3066b48a5d0e0,50.0,18.0,50.0
77a0f47739d45c04305705ca33ae8bf5,50.0,16.0,50.0
77aa5d494acb9a3253dd4a4f2cf30e12,50.0,5.0,50.0
78e75ce0a100d0137b9e3025077cae83,50.0,16.0,50.0
79644c45b412cb483fcf7b922ad29f8a,47.0,1.0,43.0
7b0aba1a39b4eaeee1b575998d5cab9b,49.0,5.0,46.0
7b50c5e11ea7806c5acd67faec766831,44.0,3.0,46.0
7b71b17640975e2daf43a9e935799dc1,16.0,0.0,20.0
7bb7f240921199a26c70ca58df9d9964,44.0,9.0,50.0
7c74633c0a25be37e476016517c052ea,50.0,2.0,50.0
7cad2bed83414886e94e9f3852750b02,46.0,3.0,50.0
7cc58f9897bbc0c9b5eb09a9a2a86329,50.0,14.0,50.0
7d770c78d187f3e02796b4e835f76809,50.0,18.0,50.0
7e14d0b62e3c42875d114aa46e370fd0,50.0,18.0,50.0
7e44262962a7ae7083b03d4d40be8120,50.0,20.0,50.0
7e50d19a9f3bd5105a2f384d85194519,50.0,11.0,50.0
7ea5cae4a25e429c7c341cb0e3dd2caf,50.0,22.0,50.0
802a950e251aac934c7c0e382fbea282,30.0,2.0,50.0
815f23bfec6e706679694ddbba4fed81,50.0,13.0,50.0
8382d32e7725c746e331dfac37e28800,50.0,18.0,50.0
8402f061ccbc21621e6130d54f0f2712,50.0,18.0,45.0
86467c41b30e470c56fb762eab15fac8,40.0,2.0,50.0
86933ae58845264c4df1d2380867bd48,50.0,16.0,50.0
8b5152dee25a712e95c1d5166106da0f,50.0,15.0,50.0
8bdfe448ba1aabb1ec0be00b19a38e8d,10.0,0.0,23.0
8ccb9e87988d980a65b293559465106c,50.0,14.0,50.0
8d13d393ace4f1e7585cf637e2046c9b,48.0,4.0,50.0
8df58ee2c013b59126c1efbfff9e4015,50.0,18.0,50.0
8e76c111b7d9c76e7c39288abcb4e0b0,50.0,5.0,50.0
8ecf121c3ab53bb2d5a27f279c82d112,50.0,15.0,50.0
8f6782b3e83e3fbef4623c4dee0db8fc,38.0,0.0,21.0
905a85865efe20cca62cc8decd41ae50,50.0,16.0,50.0
90fa0da625b938205210480b4ac7962b,50.0,18.0,50.0
91fdb96ef4f3943947534504ede62bae,50.0,19.0,50.0
93af71fd89a2b5c3e8a5ba1aa2f29e2c,50.0,19.0,50.0
93eae9fcfce9a2029372682052ab51c3,50.0,18.0,50.0
94badc4fa879e5966fd0a2261d057c4d,47.0,0.0,50.0
94e402c93dfb7cbddef2793241e2d4d7,33.0,2.0,50.0
94e5f5c27de40e0341b56899409c8a86,45.0,6.0,50.0
9545faef8f05f1e04c1c3fe863d8f866,17.0,2.0,18.0
95fdf93859f704dff5124fc05fb2d94f,50.0,5.0,50.0
974449cb078b918a03db31a8b8cb0491,50.0,15.0,50.0
9745f941fc9abdd418b07cb6296f15c0,50.0,18.0,50.0
9829170cd16ed6e9cda9cef83af4c6eb,50.0,20.0,50.0
9ec306e6d7a56100f1a2a0770bcb1455,50.0,11.0,50.0
9ed458708a7e717d92a58ec43375d61e,50.0,13.0,50.0
9fb7767ba19d7e665b92c41d329a37de,50.0,13.0,50.0
a03b583a4c6d4ace9cbd619e1955e58f,50.0,19.0,50.0
a0791ee328d28e17bd311521f529cccf,50.0,16.0,50.0
a1548171597de0c03c922c566938fa76,50.0,14.0,50.0
a15c6b46db35dd912a911523fd4dd250,50.0,15.0,50.0
a1ff1716121a13a32a4ee6a3875e4c7a,50.0,19.0,50.0
a20efc6130c6b5a9f7a227c73d427106,22.0,0.0,28.0
a27e12241fffefb2c9c3a1ac7439193a,50.0,17.0,50.0
a31b051d36e31ae2d594bfd6226c2955,21.0,0.0,25.0
a4bac6da7fe741fd8dbe2e97f988420e,50.0,8.0,50.0
a51cea773d95f9009ae1983d671310ff,12.0,0.0,8.0
a55c54328f1d8edefac571516cfefcb1,50.0,9.0,50.0
a5ccef3ac4c6523f8f7e124f2dbecccb,25.0,0.0,15.0
a653570f7f625a352b81e7548e6107a9,50.0,11.0,50.0
a7d1f88e61137a3884af3851039326c4,34.0,3.0,50.0
a90475191431fa0504055cd3f9624f50,40.0,9.0,50.0
a9387400ac151451dada53dbc85135c8,23.0,3.0,40.0
a94ed61c374220ece6493538e63a6b10,30.0,2.0,50.0
a9cc7aa966708420f4d8360a435eb38f,50.0,2.0,50.0
aa6d9edc68da484de646e48b7354db61,17.0,0.0,25.0
aa804f5637c5b5228d7f1c3bf5f800e8,50.0,17.0,50.0
aaa26c27fc316b71372ceb012d8890d7,22.0,2.0,27.0
aac91dcfebcf4143913803e1df988857,50.0,1.0,50.0
ab63f92287505218ed77bb453e869afd,36.0,2.0,50.0
ab8fc788a2862cc8cd9a9e64703efc56,50.0,18.0,50.0
ab93779520ee111a90ac4df6c78bafb0,48.0,12.0,50.0
abeef1501296f809e1d4627dfbd34e66,50.0,14.0,50.0
ac633e35f5cafd1e0b1970c3720fff9b,50.0,7.0,50.0
acab2936b4d32b1cd7d5cda63597f0b0,50.0,19.0,50.0
ad235479bd7b1c1e19a11b9a58ec49f3,7.0,0.0,18.0
ad2be11652d6624b4d4c2fbd413bf528,50.0,13.0,50.0
ad6077e6c5f37838587c57e61b93f6d6,9.0,0.0,20.0
adb778577785d1168ab93a67034668b5,50.0,15.0,50.0
ae89b64f9baa4ea2adbfb397a27fb1e5,50.0,20.0,50.0
aee9ffe217c6051ab73fb6ad6d68d269,50.0,4.0,50.0
aefadb9d06838462248e19a824090da5,50.0,13.0,50.0
aefe3eb74b7f6859882c62478418702f,50.0,7.0,50.0
af101cd3cbdf20a3e08cda919d30ad83,50.0,17.0,50.0
af615593901f4c707b2f18e46dd7be6c,30.0,1.0,40.0
af788d150baa69a07920ac23ad6b7526,50.0,5.0,50.0
afb911a0285187077bab05003f8e038e,16.0,0.0,19.0
afe517dbda3ea5bc95455bfde8304743,50.0,11.0,50.0
b06e8b3b970597d134c8e46daa306347,25.0,2.0,38.0
b0ed6af36d600a9d41330fe7b002317d,50.0,18.0,50.0
b18db117450a24de10ebdc07f8d60721,50.0,15.0,50.0
b2c28bd46a15f0a38db66792eb025600,50.0,18.0,50.0
b2ea25d85b01372d388378f76ff342bb,50.0,14.0,50.0
b319674709b72867b2f9a81d8cd5ee5d,50.0,2.0,50.0
b3806cc7b78103eafb3703ac87c54701,22.0,3.0,34.0
b44d44bb19e6b528731859810d023387,50.0,4.0,50.0
b559c95a78c11f8c88120736ee3137cc,50.0,20.0,50.0
b6286249591b1919fad70137912ae547,50.0,8.0,49.0
b643f66e2bd3513d7d7376425aeba3e3,50.0,17.0,50.0
b6444db9caf8058bc94fc207ebbea301,37.0,2.0,50.0
b6ae4c0c1a89e82a6f20af66612af829,50.0,4.0,50.0
b75a971f9e7074b0fdc889855fcb98e9,50.0,19.0,50.0
ba76f73ab1d040c634b7b319b6e784d6,50.0,7.0,50.0
bb7ae494088165917b10648d1891f7f8,50.0,20.0,50.0
bbc2bc4378ed920e8034be8f3e905443,50.0,9.0,50.0
bbe7a2ab620ae3320d04dedddcb9345d,18.0,0.0,29.0
bc80b3dc2883bb398c18b31f7710f5cb,50.0,5.0,50.0
bcd66f162c4f4f4f704d85ebe9fac6bb,50.0,17.0,50.0
bf64b71006b43dd162b7740c6e57a371,3.0,0.0,14.0
bfca79074190287c5ac31636a510bffc,50.0,19.0,50.0
bfeab016f261b5c8b8e16dcc4fdb8ae8,50.0,8.0,50.0
c0a7097988f9176aa6ce60305b082284,50.0,9.0,50.0
c14836fa30d12c4568d4603741542537,50.0,1.0,50.0
c207f7a3f9f25cdbf91b0dda512ac067,40.0,2.0,50.0
c3b4bcef6080182108d41a8922f30822,50.0,18.0,50.0
c3c97d972307186c9f2301d3fe97517e,50.0,10.0,50.0
c3f3cb05411a0e86ec58d50fe9f01be8,50.0,9.0,50.0
c3f5da8502167ef82c2faf46ae594be8,50.0,14.0,50.0
c41d2c76618e7fa70fb587d1c2f0497d,49.0,13.0,50.0
c44dbe3deb1f97cf96cc6943f93fd67f,50.0,16.0,50.0
c47b9318793bacf57e0d4e693e8c1ca5,50.0,8.0,50.0
c4c341211dc9fccf3f8c01a8c633fa8f,50.0,11.0,50.0
c54eb44c4ee6372ecdab621060253d67,50.0,19.0,50.0
c5ee62578f6ad43926b0662b07ecaf80,50.0,20.0,50.0
c6e98ab421de6591242fd6f757e0ef18,37.0,4.0,50.0
c78b3fa77fafe6a072047b34c934b394,50.0,2.0,50.0
c79ad33e91a47217daba30120955cd8a,50.0,13.0,50.0
c7a33e9048543382212a9902050c99b9,50.0,8.0,50.0
c88c6800155be87a311cdacd08762293,50.0,1.0,50.0
c961c25534b587be5324fbf45a4f39f0,50.0,14.0,50.0
c9dba34e928ed1f54249921cc8d1056a,50.0,16.0,50.0
ca54282b0972fa7c46c9e0f7f1a0d8d1,29.0,1.0,42.0
cd32c020839c22b3edbe6be8b23d268c,50.0,15.0,50.0
cd7001bfe1befebc9058bdc98b2c8086,50.0,18.0,50.0
ce7c8da008cd4743ef78d7cb694dd201,50.0,16.0,50.0
d03c28fb2a0b6f1c59f713b00e78b298,50.0,17.0,50.0
d0bc86cac905d5f0f40d05254358e47c,24.0,7.0,46.0
d11d22de75282c7c05798b62807a5a3c,50.0,4.0,50.0
d34c10542a9ede9e4c6c2f57299c47fc,50.0,6.0,50.0
d3ab81397ef1bc938d319bd75ea680c8,39.0,9.0,50.0
d3f244f13f5e20ef59e3edf3f9287ab8,50.0,21.0,50.0
d57f85f8bc129834a1a0829c7dfe107d,50.0,9.0,50.0
d63afda1febe9be461d266ef84f271c6,43.0,8.0,50.0
d6546696db912147891341569b3a26eb,50.0,13.0,50.0
d7e96d6450b9e19aefcd10b6bc1b5134,35.0,3.0,50.0
d84b81badb9e1939412bd973a5491ea8,50.0,15.0,50.0
d88b144ae017a2c6faf494cc5082d1b0,50.0,18.0,50.0
d8a61f7ed7a6fabd1b57d8af0030c2f6,50.0,15.0,50.0
d92e0942624a23c106b3fad7ba3ec18a,47.0,9.0,50.0
d975bc04543358b601cee55edfabb198,15.0,1.0,30.0
d99e34e88d920ada29975922318e1097,19.0,0.0,43.0
d9f901dfc763a6005c3a197242af2f83,50.0,1.0,50.0
da96a0ccc3dbd1dbd8e64afb2dd19eea,50.0,4.0,50.0
daadc17d513fa4b17d65cc57eee230dc,48.0,3.0,49.0
db7e28dfd241236f6d2e642c5c23106c,50.0,10.0,50.0
dbe6c36eb9d292b2399cc7334d9e7267,48.0,5.0,50.0
dcc6a52302d418aff87a854637b1a742,50.0,16.0,50.0
dd8907b6f546637904eae930c63f717b,50.0,11.0,50.0
de5ac9fc0737dbe60a2fda6017880118,50.0,5.0,50.0
df01a47ecec29729e6aec325c3166848,18.0,0.0,33.0
df3c7a232a1a1cec510be8a13e4b4fa4,44.0,2.0,42.0
df550cf793abdaab9ca0afed2fff7a17,34.0,2.0,50.0
df90f60cecf08c820f62a73ceb7ce8ea,35.0,0.0,44.0
dfb4810ce36bce22c088da09bc37132d,50.0,1.0,50.0
e06e77adbf06fa422ac611cc47490b70,50.0,14.0,50.0
e1cea084c97551ce01b10b7cf34dc873,50.0,15.0,50.0
e25f736ffe1c4dc0ff0db3d55cffcda6,50.0,18.0,50.0
e292a09b42778b2044a04fed4d869c03,40.0,0.0,50.0
e43d661c281b9f3ab758adf5d1aaa6d3,50.0,11.0,50.0
e44ad2d4e378455b8be0c43103bfb7bb,19.0,3.0,32.0
e45fe6602cac6fcd5575fbbeb2933abf,38.0,2.0,50.0
e5cfc96474e073b8409dfadb940aa9ed,48.0,4.0,49.0
e64b5d2af3b867814d137ac3405321be,28.0,0.0,40.0
e70ed60da01e0c5b3cfff1978212f92a,50.0,17.0,50.0
e8df6ff566c6126e4ce3f8c42528a1b5,50.0,19.0,50.0
e96dc4d40ec649747b84ad88ce7452ac,50.0,2.0,50.0
ea2abb842a6b1ffab40cac389ee62041,50.0,6.0,39.0
ea3fa0ae52bafccec22bf0737c4b4ca3,50.0,4.0,46.0
eaa6b245ee62c45784f77efbb12271ec,18.0,0.0,40.0
eaab0ad463ec9dae8cf7a36a5c45a149,38.0,0.0,50.0
eb6368c03bcb93942294412d0e5ca27f,40.0,3.0,50.0
ec41199bd91f06bd9c22c898898e2500,31.0,0.0,50.0
ec75583be1d60c05006c7b52b3aa170c,4.0,1.0,10.0
ec9c2c511ecffd213d860256b92c76b9,50.0,18.0,50.0
ed8a2373c39ef8d3f79a878e073dfa61,14.0,1.0,31.0
edb7c7d5b26b1e3a1754590e80c0a095,50.0,11.0,50.0
edcfd5a8042aeeb6be636cfe599690df,50.0,15.0,50.0
ee4b3a34e33c19ca79aad9878e2ea308,50.0,4.0,50.0
eec7389fe8f055d019ab491fb1a9c41e,50.0,3.0,48.0
ef142705ab7da9b328648e0f8e41fd8f,50.0,18.0,50.0
f022ca854bd64064a98753391f68b1b6,50.0,16.0,50.0
f2028fea399d2c597a2ef46e0d7b84dd,50.0,11.0,50.0
f3e2c03768168f204f28e72844f796f3,30.0,2.0,43.0
f440e1272c1b2ea52500da60f3615eba,15.0,0.0,25.0
f45fe8b31cc637ae07751c634699aeed,19.0,2.0,33.0
f4d1bb12fd1aaf84e993bbaa9656af13,28.0,1.0,50.0
f6196464c4c2396aa84ea5b6c2b9cdf4,50.0,22.0,50.0
f61b52397e4cbf189392cf0c87f44514,50.0,16.0,50.0
f6812b632313589325d1140b64d1b2f4,18.0,1.0,28.0
f76539c6f7db1b1ae75de42e9bea2e23,50.0,20.0,50.0
f7a6ee23fc0e844d63fd15d9b4175b92,50.0,19.0,50.0
f81a39e1457849b11d4b55d247bd70f5,50.0,19.0,50.0
f8f4d44802ae144e59808bccd285fa47,50.0,12.0,50.0
fa0ea19a46d07dc05e0e3b6bc73334fa,50.0,11.0,50.0
fa5ba459c6586ffe4fb656b209d50ae2,50.0,1.0,50.0
fb0646bb18bbeb5dd4c1af0af9e498fe,42.0,5.0,50.0
fb07e35ebbc2e311fa433e5e929e5e23,50.0,18.0,50.0
fb1e1c1a98357e8db2c8c39e4b37974b,50.0,10.0,50.0
fc0d36e5fbe5faccf10c2981100cda49,50.0,16.0,50.0
fc6226cfc6cae46d80778272523cf271,28.0,1.0,50.0
fd9055f8ffc3d10246da2114b6aa2c39,28.0,1.0,49.0
fdd045998e6d644711170bf8238e8f36,50.0,4.0,50.0
fecd51be0c13ce728017a0127aae2152,50.0,20.0,50.0
fedd9729d9183b05bb4a3bd9da7d7de1,50.0,17.0,50.0
fffa2ab1429abc74cb18206fa315d67a,50.0,7.0,50.0
